#hotel#
1 am looking for a place to to stay that has cheap price range it should be in a type of hotel	okay do you have a specific area you want to stay in ?

#hotel#
1 hi there i d love to find a guesthouse with free parking	i have 21 guesthouses is there an area you are looking for or a price range you would like to be in ?
2 well i would like something with 3 stars i don t care about the internet	bridge guest house has good reviews if you d like that
3 that sounds interesting do they happen to have free wifi ?	they do ! would you like to reserve a room ?
4 i really would like it to have a 3 star rating if bridge guest house does then yes please make a reservation for 3 people arriving on monday	the bridge guest house is rated 3 stars and has free wifi and parking before i can make a reservation i need to know how many nights you will be staying
5 please make a reservation for 3 nights	no problem your reference number is vqlmm8nq anything else ?
6 no that s all i need today thanks for your help !	you re quite welcome thanks for contacting the cambridge towninfo centre and have a great day !

#hotel#
1 hi i m looking a 4 star place to stay on the northside	there are 8 4 star guesthouses on the north side do you have a preference on price range ?
2 no but i need it to have free parking	how about the kirkwood house ? it is a 4 star guesthouse on the north side of town with free wifi and free parking
3 that sounds good i need to book a 3 night reservation for four people to check in on friday	i m sorry it seems there wasn t a room available after all shall we try another hotel ?
4 yes what are the other options ?	i found you a room at the acorn guest house on chesterton road the reference number is z0bkpddz can i help you with anything else today ?
5 great can you book that for 7 people for 3 nights starting friday ?	the booking was successful for 7 people for 3 nights at acorn guest house your reference# is nuyr7oqg is there anything else ?
6 no thank you good bye	goodbye enjoy your trip

#restaurant#
1 i am looking for a caribbean restaurant in the centre of the city	regretfully there are no caribbean restaurants in the centre would you like to try something else ?
2 are there any caribbean restaurants in any other part of town ?	i am sorry there are none in any area of town,is there another type of food you would be interested in ?
3 sure a turkish restaurant in the moderate price range would be great	i have 2 turkish restaurants in the centre the anatolia or efes restaurant are both moderate would you like me to book one for you ?
4 yes book me the anatolia for 8 people at 12:00 on friday	i m sorry there are no available seats at that time would you like to try efes restaurant ?
5 yes please try booking that	yes i was able to get you into that restaurant and your reference number is 46al3f0c
6 great ! thank you so much for your help that will be all	okay great enjoy your lunch

#hotel#
1 i am looking for a room and want to see if i can find somewhere that has 3 stars can i get some help with that ?	i found 4 guesthouses and 2 hotels with 3 star ratings do you have a preference ?
2 i d prefer a hotel rather than a guesthouse	there is the gonville hotel in the centre and the lensfield hotel in the south both have free internet and parking would you like to book one of these ?
3 could you give me more information the the lensfield ?	the lensfield hotel is an expensive 3 star hotel in the south area their address is 53-57 lensfield road would you like me to reserve a room for you ?
4 yes please book it for saturday for 3 people for 3 nights	i m sorry i was unable to reserve rooms for that day and length of stay would you like to try anything else ?
5 how about 2 nights ? would that work ?	i have successfully booked your stay at the lensfield hotel for two nights 716v6qs6 is your reference number
6 great thank you ! that is all i need today	have a great stay !

#train#
1 i am looking for a train the train should leave on saturday and should depart from cambridge	i can help with that ! where will you be traveling to ?
2 make that tuesday and i need to go to stansted airport	okay i changed the day of travel to tuesday for you do you know what time you might want to leave after or arrive by ?
3 i want to arrive by 19:30 please	train tr9495 arrives at 19:08 would you like to purchase tickets ?
4 no thanks that s actually all the info i needed from you today thank you !	okay great call us back if you need anything else goodbye

#restaurant#
1 i would like a restaurant in the west part of town	there are 14 restaurants that are in the west area of town what kind of food would you like ?
2 english food please	no restaurants serving english food are located in the west part of town would you like me to check for a different location or cuisine ?
3 how about british food ?	graffiti is a british restaurant located in the west part of town and in the expensive price range would you like their address ?
4 yes please and can you also give me their phone number ?	certainly the phone number for graffiti is 01223 277977 and address is hotel felix whitehouse lane huntingdon road
5 i need the address too	the address is hotel felix whitehouse lane huntingdon road
6 thank you goodbye	thank you good bye

#hotel#
1 i am looking for the warkworth house hotel	warkworth house is a 4 star moderately priced guesthouse on the eastside it offers free wifi and parking would you like the address or phone number ?
2 no i think i would like to book it for myself for 5 nights	of course what day would you like your reservation to begin ?
3 on thursday please can i have the reference number once it s booked ?	i m very sorry but there are no rooms available for five days starting on thursday should i try to find a different hotel ?
4 sure as long as it is in the same price range and can i get the reference number once you book it please ?	alright i was able to book you a room at the carolina bed and breakfast your reference number is oz7qg2ok is there anything else you need ?
5 no that is all i needed thank you	thank you good day let us know if you need any thing else

#restaurant#
1 hello i am looking for an expensive restaurant that is on the east side of town	grafton hotel restaurant is an expensive restaurant in the east part of town
2 what is the postcode ?	the postcode of grafton hotel restaurant is c.b 2 1 uj
3 what is the address phone number and type of food ?	the grafton hotel restaurant serves british food it is located at grafton hotel 619 newmarket road fen ditton and it s phone number is 01223 241387
4 great thank you !	do you need any further information ?
5 no thank you goodbye !	thank you have a nice day
6 you too !	bye

#hotel#
1 i m interested in finding an expensive guesthouse to stay at during my visit to cambridge	i m sorry i don t have any matches should we try a different price range ?
2 can you search for hotels instead of a guesthouse ?	i have expensive hotels in the east centre and south areas of town do you have a preference ?
3 the east would be great	there is one in the east it is express by holiday inn cambridge do you need a booking ?
4 does the holiday inn cambridge have free parking ? i forgot to tell you i need that	yes it has free parking would you like me to book that for you ?
5 no what is the phone number for the hotel ?	it is 01223866800 may i help with anything else ?
6 yes can you please tell me how many stars it has ?	it is a 2 star hotel would you like me to make those reservations ?
7 it has 2 stars is there anything else i can do for you ?	great thank you and goodbye !

#restaurant#
1 i need the address phone number and postcode for a moderately priced restaurant serving international food	how about the varsity restaurant they are located at 35 saint andrews street city centre postcode c.b 2 3 a.r phone number is 01223 356060
2 thank you goodbye	goodbye

#restaurant#
1 i would like to find a restaurant named tandoori palace do you know of that restaurant ?	i do it s a very nice indian restaurant on the west side
2 can you give me the postcode for it please ?	the postcode is cb43le may i help you with anything else ?
3 that will be all thanks goodbye !	you re welcome ! have a great day ! goodbye

#hotel#
1 i am looking for a place to stay the hotel should be in the cheap price range and should include free parking	you can try alexander bed and breakfast
2 is it in the east ?	no allenbell autumn house and leverton house are guesthouses in the east in the cheap price range all have 4 stars
3 book it for 2 people and 2 nights starting from friday	booking was successful reference number is : zc6vcawb
4 thanks that s all good bye	you re welcome good bye

#restaurant#
1 hi ! i m looking for a cheap restaurant in the north any type !	there is royal spice which serves indian food and da vinci pizzeria which serves italian food would you like me to book you a table at either of these restaurants ?
2 royal spice sounds good can you reserve a table for 8 at 15:45 on saturday ?	unfortunately i was not able to book for that specific time and day can i try a different day or time for you ?
3 how about at 14:45 ?	i ve booked it for that day on saturday reference number 9pvipw1y anything else ?
4 no you have been very helpful thanks goodbye	thank you and have a great day !

#restaurant#
1 i m looking to go to dinner tonight and am in the mood for some good bistro in the centre of town can you find me some options ?	i m sorry there is no matching restaurant would you like to try a different food type or area ?
2 hmm let me think let s try maybe something italian instead	there are nine italian restaurants in the centre of town ! are you looking for an italian restaurant in any particular price range ?
3 which of those nine has the best ratings ? can i please have the address and postcode	i recommend caffe uno - it s very nice they re at 32 bridge street city centre cb21uj can i help with anything else ?
4 no that s all thanks	thank you ! goodbye

#restaurant#
1 i would like a malaysian restaurant in the centre of town	sorry there are no malasian resturants in the area you are looking for can i help you with something elese
2 how about korean food in the centre of town ?	little seoul is a korean restaurant in the centre of town would you like their phone number ?
3 yes and their address	the address for little seoul is 108 regent street city centre
4 thank you goodbye	enjoy !

#restaurant#
1 hello i am looking for a venetian restaurant in the centre of town	there are no restaurants serving venetian food in the centre part of town would you like me to check another part of town ?
2 how about thai food ?	what is the price range you are looking for ?
3 i don t care	bangkok city serves thai food in the centre of town would you like an additional information regarding this restaurant ?
4 can i get the address and phone number please ?	bangkok city s address is 24 green street city centre and their phone number is 01223 354382
5 thank you goodbye	no thank you ! enjoy !

#hotel#
1 i need a place to stay that doesn t have to have internet and is in the expensive price range please	i have 5 different ones all around town did you prefer to stay in a certain area ?
2 yes on the east side please	the express by holiday inn cambridge meets your needs would you like to book it ?
3 does it have free parking ?	yes it does
4 i m not ready to book can you just tell me what the address is ? oh and how many stars is it ?	sure it s a two star hotel and the address is 15-17 norman way coldhams business park anything else ?
5 no that s all thanks	you re welcome ! please contact us if you would like to make a reservation in the future

#restaurant#
1 i would like a cheap restaurant that serves malaysian food	i m sorry there are no restaurants in the city that serve malaysian food can i help you find another restaurant ?
2 is there a cheap european restraunt ?	yes i found the river bar steakhouse and grill it is a cheap restaurant serving modern european food and in the centre of town would you like the address and phone number ?
3 of course	the river bar steakhouse and grill is located at quayside off bridge street and its phone number is 01223307030 is there anything else i can help you with ?
4 no and thank you for your help goodbye	our pleasure please call again goodbye

#restaurant#
1 i am looking for an expensive restaurant that serves british food please	i have found 6 restaurants for you would you like a specific area of town ?
2 no it doesn t matter can you reserve one of them for sunday at 13:00 ? i will be dining alone	alright i got you a table at the graffiti the table will be reserved for 15 minutes and the reference number is: favaelu5 do you need the address or phone number ?
3 no that is all i need thank you	great have a great day !

#restaurant#
1 i would like a cheap restaurant in the west part of town	there are two cheap restaurants in the west part of town one is italian and one is vietnamese which one are you interested in ?
2 can you give me the telephone number of the vietnamese restaurant ?	the vietnamese restaurant s name is thanh binh the phone number is 01223 362456 can i help you with anything else ?
3 can you give me the address for thanh binh as well please ?	thanh binh is at 17 magdalene street city centre
4 thank you goodbye	thank you for calling us today goodbye

#attraction#
1 i need to find a place to go for entertainment	which part of town would you prefer ?
2 i would like it in the centre please	we do not have any entertainment in the centre would you like to pick a different area ?
3 are there any museums in the centre ?	i m sorry i am not finding any museums in the centre of town is there any other part of town that could work for you ?
4 no i am only looking for entertainment or museums in the centre of town can you look again ?	the broughton house gallery is a great museum in the centre it s free to get in and it s located at 98 king street can i help with anything else ?
5 no i appreciate your help	you are welcome have a great day

#restaurant#
1 i want to find a moderately priced restaurant serving european food	de luca cucina and bar is in the centre part of town and in the moderate price range
2 is there anything else ? give me the address and postcode please	there is also the cambridge lodge restaurant also has expensive european food in the centre area at cambridge lodge hotel 139 huntingdon road city centre postal code cb30dq
3 what is the phone number ?	their phone number is 01223 355166
4 ok thank you good bye	thank you good bye
5 thank you goodbye	you re welcome bye

#restaurant#
1 i am looking for a restaurant in the centre serving modern european food	i found 4 that you might be interested in what type of price are you looking for ?
2 i don t have a preference on price but how about expensive ?	there is one restaurant that is considered expensive and it is darrys cookhouse and wine shop would you like to book a table there ?
3 no that won t be necessary i just need the phone number and postcode please	the phone number for darrys cookhouse and wine shop is 01223505015 and their postcode is cb11ln is there anything else i can help you with today ?
4 no thanks that did it i appreciate the help goodbye !	happy to help goodbye

#hotel#
1 i am looking for a particular hotel its name is called worth house	it is a cheap guesthouse in the north of town would you like to book a room ?
2 yes please i need three nights for one person starting this friday and can i get a reference number ?	i ve successfully booked your room for friday 1 person staying 3 days your reference number is: f2x024q6
3 thank you so much for your help today	thank you goodbye

#train#
1 hello i m looking for a train i need to leave on wednesday from norwich	any idea where you want to go ?
2 i am looking to go to cambridge	to help narrow down the choices what time would you like to depart at ?
3 i m leaving after 09:00	how about tr1180 that leaves at 09:16 ?
4 what is the price and travel time ?	it is 17.60 pounds per person and the travel time is 79 minutes
5 ok great can you book it for me please ?	you are booked fee will be 17.6 payable at the station the refernece number is bt2i3wgs anything else today ?
6 that will be all thank you for your help	welcome nice travel

#train#
1 i am looking for a train the train should depart from bournemouth and should leave on sunday	where is your destination for that day ?
2 i m sorry i misspoke earlier i m actually looking to leave from broxbourne and would like to go to cambridge	there is train on sunday at 08:32 that goes from broxbourne to cambridge

#hotel#
1 hi i am looking for a guesthouse that includes free parking do you have anything available ?	how about the acorn guest house in the north side of town ?
2 that sounds great !	would you like me to book a room for you ?
3 i will need the reference number please	absolutely ! when would you like to visit ?
4 friday there will be 5 people in my party and i ll need a reservation for 5 nights	perfect i was able to book the hotel for you the reference number is 2fd2jyn8
5 that is all i needed thank you	enjoy your stay bye

#restaurant#
1 i d like to find a restaurant that serves swiss food	im sorry there are no restaurants offering swiss food in your area
2 is there any restaurants that serve vietnamese food ?	thanh binh serves vietnamese food is there anything else i can help you with ?
3 what s the address ?	thanh binh s address is 17 magdalene street city centre
4 thank you goodbye	thank you goodbye

#restaurant#
1 i want to find a cheap restaurant in the east part of town	the missing sock is a cheap restaurant in the east
2 what is the address and phone number ?	their phone number is 01223 812660 and their address is finders corner newmarket road
3 ok thanks that s all i need	you re welcome goodbye

#restaurant#
1 can you find me an expensive restaurant in the centre ?	there are 33 restaurants that meet that criteria are you looking for a certain type of food ?
2 i want chinese food and the restaurant needs to be located in the centre area	there are four expensive chinese restaurants located in the centre i recommend hk fusion would you like me to make you a reservation ?
3 excellent lets try hk fusion for 5 people at 19:15 on friday	i am sorry this booking was unsuccessful maybe another time perhaps ?
4 please try booking anytime between 20:15 to 9:15 on friday	none of the times are available do you have another restaurant preference ?
5 any other place in the centre same expensive price range	i was able to book bedouin reference number is 4atmiysc
6 thanks that s all i need have a nice day	okay great i am glad i could be of help

#attraction#
1 hi ! i m looking for somewhere to go in the centre area	great ! the centre has many attractions are you interested in a particular type ?
2 i would love to maybe tour a college if i can	we have 13 colleges in the centre area the downing college is one that is free to enter would you like more information on this one ?
3 yes and do you have the address and phone number ?	downing college is on regent street and the phone number is 01223334860 is there anything else i can help you with ?
4 no thank you you have been very helpful have a great day	my pleasure thank you for calling cambridge towninfo centre goodbye

#restaurant#
1 i am looking for a place serving expensive indian food	there are 14 places that serve expensive indian food we could narrow it down more if you specified an area do you have one in mind ?
2 let s try the west part of town	there are 5 in the west you might want to try cocum on 71 castle street city centre
3 okay can you book for 7 people on sunday at 14:00 ?	i am sorry there is no booking at this time there are 2 other places would you like me to check booking for any of them ?
4 yes if one is in the same area and price range as cocum	i was able to get you in at maharajah tandoori restaurant your reference number is o9k319cu can i help you with anything else ?
5 no that is all i need thank you	you are welcome have a nice day

#hotel#
1 i am looking for information on a hotel	do you have a particular one in mind or any preference for where you stay or what amenities are offered ?
2 i am looking for a hotel called the a and b guest house	yes that s a guesthouse in the east of town is there some particular information you d like about it or i could help you book a room ?
3 i would like to book it for 7 people for 4 nights starting on sunday	unfortunately the booking was unsuccessful would you like for me to find another hotel ?
4 hmm how about a different hotel in the same price range ?	booking was successful reference number is : 6jgb7u7h the acorn guest house need any thing else ?
5 great thank you that s all i needed today	okay great i am glad i could help
6 thank you for all the help	you re welcome good-bye

#restaurant#
1 i am looking for a restaurant in the moderate price range and in the north part of town	there are two moderately priced restaurants in the north part of town one specializes in indian cuisine and the other is a chinese restaurant
2 i want the indian one what s the address and phone number ?	the indian restaurant is located at 7 milton road chesterton and the phone number is 01223 360966
3 thank you very much	thank you for using the cambridge restaurant phone system enjoy your meal !

#restaurant#
1 i need help finding a place to eat that is moderately priced and located in the east	i have three restaurants with that information,can i ask what type of food you are looking for to narrow it down ?
2 i would like an italian restaurant	pizza hut fen ditton is the only moderate italian restaurant in the east would you like a reservation ?
3 yes please i would like a reservation for 4 people at 1:45 on saturday	booking was unsuccessful want to find another restaurant ?
4 are there any other restaurants in the same area in the moderate price range ?	yes i have several indian restaurants if you are interested
5 sure please book me at one of those	i d be happy to what day and time would you like the reservation and for how many people ?
6 4 people at 13:45 on saturday please	i ve booked you a table for 4 at 13:45 at curry prince your reference number is ge1nwvtx is there anything else i can help with today ?
7 no that s all i needed have a nice day	happy to be of service and i hope you enjoy your meal !

#train#
1 i am looking for a train departing from london kings cross	when would you like to depart london kings cross ?
2 yes departing from there heading to cambridge on saturday	what time would you like to depart or arrive ?
3 the train should go to cambridge and should arrive by 14:00	i have train tr7309 departing london kings cross at 11:17 and arriving in cambridge at 12:08
4 please book that for 5 people	booking was successful the total fee is 94.4 gbp payable at the station reference number is : 7uggornq
5 thank you good bye	great ! have a nice day !

#hotel#
1 i am looking for a place to stay the hotel should have a star of 3 and should be in the moderate price range	i have 4 results for a moderate 3 star guesthouse what area are you looking to stay in ?
2 i m not too particular about which particular area i say in but i do need free parking	the hamilton lodge is a 3 star hotel in the moderate price range it has free parking would you like me to book that for you ?
3 no i just need the address please	the address is 156 chesterton road
4 that s all i need thank you !	welcome next time
5 thanks that s all good bye	thank you for using our services

#restaurant#
1 yes i m looking for an expensive restaurant serving european food	how about eraina ?
2 does eraina serve european food ? if so what is the phone number and what area is it located in ?	eraina serves modern european food in the centre of town the phone number is 01223 368786
3 okay thank you for the information	thank you enjoy your meal !

#restaurant#
1 i am looking for a restaurant the restaurant should be in the south and should serve french food	there are none would you like to try a different cuisine or area ?
2 how about a restaurant that serves modern european food ?	restaurant alimentum has gotten good reviews !
3 great i would like a reservation for 7 people on friday at 19:00 please give me the reservation number	booking was successful the table will be reserved for 15 minutes reference number is : nchj21bd
4 thank you for your help	may i help you with anything else ? do you need a taxi ?
5 no i m good to go but thank you	great thank you for allowing me to help you today

#restaurant#
1 i am looking for an expensive restaurant that serves russian food	there is no expensive restaurant that serves russian food can i help you with anything else
2 yes do you have british type food ?	yes there are 6 options does the part of town matter ?
3 i don t care	i could recommend graffiti in the west.would you like more information ?
4 may i have the phone number ?	their phone number is 01223 277977 is there anything else i can help you with ?
5 thank you goodbye	you re welcome good bye

#restaurant#
1 i want to find an expensive restaurant serving mediterranean food what is the address and phone number ?	la mimosa at thompsons lane fen ditton is expensive and serves mediterranean food
2 what is their address and phone number ?	their address is thompsons lane fen ditton and their phone number is 01223 362525

#restaurant#
1 i want somewhere that serves traditional food	there are no traditional restaurants in the city can i help you with a different type of cuisine ?
2 how abou asian oriental food	there are 5 restaurants meeting your criteria what area and price range did you have in mind ?
3 what is the address and phone number ?	the dojo noodle bar serves asian oriental food they are located at 40210 millers yard city centre and their phone number is 01223 363471
4 thank you good bye	good bye

#attraction#
1 i need information on the fitzwilliam museum	ok i can help you with that what kind of information do you need ?
2 can i get the phone number address and area it is located in ?	of course the fitzwilliam museum is located in the centre area of town at trumpington street and can be reached at the phone number: 01223332900 do you need anything else ?
3 no thank you that is all i need	ok have a nice day good bye

#restaurant#
1 hello i am looking for a scottish restaurant on the west side of town	i can help you with that it looks like there aren t any restaurants like that in my database can i help you find a different restaurant ?
2 is there a restaurant that serves indian food in the west part of town ?	i found several indian restaurants in the west part of town were you looking for an expensive or moderately priced restaurant ?
3 expensive	i found several in the expensive price range in the west part of town can i help you with anything else ?
4 can you please give me that phone number ?	cocum is the first expensive indian restaurant in the west part of town on the database the phone number for cocum is 01223 366668
5 what is the food type they serve ?	they serve indian food
6 can you please give me the address ?	cocum is located at 71 castle street city centre is there anything else i can help you with ?
7 no thank you that is all i need goodbye !	thank you good day !

#restaurant#
1 i d like to dine for expensive british cuisine	of course let me help you with that in which area of town would you like to eat ?
2 any area is fine can i have the postcode for your favorite one ?	sure ! i recommend travellers rest their postcode is cb30df is there anything else i can help you with ?
3 that s all for right now thanks for your help !	you re welcome have a nice day !

#attraction#
1 i m looking for a museum to visit in the centre of town	there are eleven museums in the city centre might i recommend the museum of archaelogy and anthropology ?
2 tell me more about the anthropology museum please	the museum of archaelogy and anthropology is free to get into and is located at the university of cambridge on downing street their phone number is 01223333516
3 what is their postcode ?	their postcode is cb23dz if you would like to reach them directly their phone number is 01223333516 anything else i can help with ?
4 no that is all thanks so much	glad to help

#train#
1 i need to find a train for saturday	i have many trains that depart saturday where will you be departing from and where is your destination ?
2 i will be departing from ely and traveling to cambridge	okay and what time do you want to leave after or arrive by ?
3 i need to arrive by 11:45	there are 3 trains here do you want me to book any tickets ?
4 yes please i need it to be booked for 8 people	booking was successful the total fee is 28.16 gbp payable at the station .reference number is : zverhbt3
5 thank you that is all i need	you re welcome thank you for calling the cambridge towninfo centre have a great day

#hotel#
1 i need a hotel on the north side with free parking	okay there are 11 places to stay that might work would you prefer a guesthouse or a hotel ?
2 i d prefer a moderate price guesthouse	that leaves us with about 7 options can i suggest the acorn guest house ? it is a 4 star moderately priced guesthouse in the north
3 that sounds fine would you make a reservation for 4 people 3 nights starting monday ?	your booking was successful and reference number is 3zyk9lo1 is there anything else i may assist you with ?
4 no that about covers it thanks for your help today	you are welcome thank you for using cambridge towninfo centre goodbye

#hotel#
1 i need a place to stay that is a guesthouse	of course in which area of town will you be staying ?
2 i want it in the west and it should be moderately priced	there are 3 in the south all of them have free parking and internet would you like me to book a room ?
3 yes please book one for 4 people and 3 nights starting from wednesday i will need the reference number also	you re booked at the bridge guest house ref# bwmdvcv1 is there anything else i can help you with today ?
4 that would be all thank you very much	you re welcome and enjoy your stay

#train#
1 i m looking for a train going to london liverpool street	the train id is tr5154 and it leaves cambridge on friday
2 i am actually leaving on saturday from cambridge	the train id is tr2895 and it leaves cambridge on saturday
3 great can you please book it for 2 people and give me the reference number ? thanks	you are all booked for saturday the train departs at 05:59 and arrives at 07:27 the price is 13.28 pounds

#attraction#
1 i am looking for attractions in the town centre	are you interested in architecture ? it is free to visit all saints church
2 what is their phone number ?	the phone number is 01223452587 do you need any other information about it ?
3 no that is all i need for today thank you	good by and have a nice stay

#hotel#
1 could you help me find a hotel on the west side with free wifi ?	i have four hotels listed that fit your criteria ranging in price from cheap to expensive what price range are you looking for ?
2 price doesn t matter really but i would like to get free parking too in addition to the wifi please	all 2 hotels and 2 guesthouses match your needs may i recommend the cambridge belfry ?
3 is that a hotel ? i need a hotel and not a guesthouse	yes it is a hotel can i book it for you ?
4 that would be great thanks we ll be arriving on sunday	how many people are staying and for how many days ?
5 6 people for 4 nights	sorry but i was unable to book do you wanna change the day you book or the number of days ?
6 how about two nights ?	yes that did it your reference number is x5xfgmk0 can i assist you with any other plans today ?
7 thanks so much that s it for today goodbye	i m glad i could help enjoy your stay

#hotel#
1 i m looking for a place to stay on the south side of town that has free wifi	sure there are 4 places like that do you have a preference for lodging type or price range ?
2 it should be a hotel rather than a guesthouse other than what i mentioned i have no preferences	i have the lensfield hotel would you like to book it ?
3 first let me ask if they have free parking also can you please tell me the star rating ?	they do have free parking and it is a 3 star hotel how else may i assist you ?
4 that sounds perfect i will book it myself if i decide on it that is all i need today thank you	not a problem ! if you need more assistance please let me know !

#hotel#
1 i am looking for a place to stay the hotel should be in the expensive price range and should be in the type of guesthouse	i m sorry there are no results for an expensive guesthouse would you like to try another type such as hotel ?
2 well i m really looking for that expensive guesthouse type how about something in the north with free parking included ?	there are no results for expensive guesthouse in the north would you like to try something else ?
3 how about something in the moderate price range ?	how about acorn house ? i hear it s lovely
4 sure please make a reservation for 2 people 2 nights starting on thursday	sorry the hotel can t accommodate you for that time frame want to change dates ?
5 can we make it 1 night then ?	booking was successful for one night reference number is : fjfv11ja
6 thank you for assisting me with that i won t need anything else today	thank you for using our service

#restaurant#
1 i want to find a restaurant in any part of town and serves seafood	loch fyne is a restaurant in the city centre that serves seafood would you like more information ?
2 what is the phone number and price range ?	the phone is 01223 362433 and it is in the expensive range
3 that sounds great thanks !	you re welcome goodbye !

#hotel#
1 hello i am trying to find a hotel located in the west part of town any ideas ?	we have two options available would you prefer expensive or cheap ?
2 either would be fine i would like it to have a five star rating	i apologize neither is five stars would you like to try something else ?
3 is there a 4 star hotel available in the west part of town ?	there are 2 hotels available the huntingdon marriott hotel in the expensive price range and the cambridge belfry in the cheap price range do you have a preference ?
4 sure let s go with the cambridge belfry please give me its postcode and address	the post code is cb236bw the address is back lane cambourne do you want me to book it for you ?
5 no that s fine for now	their phone is 01954714600 if you choose to make a reservation yourself or you may contact me again thank you !

#hotel#
1 i am looking for a particular hotel its name is called city centre north b and b	city centre north b and b is a guesthouse in the north and is in the cheap price range would you like me to make you a reservation ?
2 yes please i need reservations for eight people starting this wednesday and we need it for three nights	i m sorry the booking was unsuccessful do you want to change the number of nights or the starting day ?
3 could you start the booking on saturday ?	booking was successful reference number is : ka34quwb
4 that s all i need thank you !	thank you goodbye

#hotel#
1 yes i am attending a physician s conference and need to locate a room for tonight	do you have a area or price preference ?
2 i am looking for a place with free wifi doesn t need parking and expensive price range	i have 5 hotels that fit your criteria are you looking for a particular area or number of stars ?
3 no particular area i would definitely want a moderate priced room though	a and b guest house fits your criteria it s a 4-star guesthouse on 124 tenison road are you interested in booking there ?
4 yes i need it for 6 people for 5 nights starting on friday	i m sorry but it s not available for your references would you like to try a different day or fewer days ?
5 can i get it for 1 night then ?	yes i ve reserved you for one night
6 may i have the booking reference number please ?	the reference number is ev6udnpj anything else you need ?
7 no that is just what i needed thanks for your help bye	goodbye have a good day !

#restaurant#
1 i am looking for a restaurant the restaurant should be in the expensive price range and should be in the centre	fitzbillies restaurant serves british food is located in the centre and is expensive it s address is 51 trumpington street city centre
2 is there any chinese restaurants around ?	yes there are a few can i recommend tang chinese would you like me to book that for you ?
3 do they have availability on sunday at 13:00 ?	yes they do how many people are in your party ?
4 we will have 7 people in the party	i have you booked at tang chinese the reference number is p04ka65h is there anything else that i can do for you today ?
5 that will be all thank you	happy to be of help and i hope you enjoy your meal ! goodbye !

#restaurant#
1 i m looking to eat at a place that serves british food in the east part of town	i have found the grafton hotel restaurant at 619 newmarket road would like a reservation ?
2 is the restaurant in the expensive price range ?	yes it is in the expensive price range.do you want the address ?

#restaurant#
1 good morning i need help finding a restaurant that serves bistro in the moderate price range	i couldn t find a restaurant with the attributes you are looking for would you like something else ?
2 how about one with british food ?	there are 5 restaurants serving british food do you have a preferred area ?
3 i do not have a preferred area which ones have a table available for 6 people at 12:30 on tuesday ?	is there a price range you would prefer to stay within ?
4 no i do not need to stay within a price	i have restaurant one seven in the moderate price range would you like me to book a reservation ?
5 yes please	the booking was unsuccessful do you have any other preference ?
6 i just need a restaurant in the same area and has the same price range	sure i booked you a table in the oak bistro which is in the center part of the town your reservation number is cmj6wm0z
7 great thanks for that see you !	sure i m here to help you bye !

#restaurant#
1 i would like a cheap restaurant that serves vietnamese food	i found thanh binh in the west part of town
2 what is the address and phone number ?	thanh binh can be reached at 01223 362456 and it is located at 17 magdalene street city centre
3 thank you goodbye	thank you and goodbye !

#train#
1 yeah i need a train on sunday	i can certainly help with that where would you like to depart from ?
2 departing from cambridge	can you please tell me your destination ?
3 the train should go to bishops stortford and leave after 14:45	the first train after 14:45 tr3600 leaves at 15:29 would you like to book the train ?
4 can you tell me the travel time first ?	the first train leaves at 15:29 and arrives at 16:07 the duration is 38 minutes
5 that sounds great that s all i wanted to know	can i help you find anything else today ?
6 that should be all thank you !	have a good rest of your day !

#train#
1 hi i m looking for a train from stevenage to cambridge	what day do you need the ticket for ? trains leave every hour
2 i am travelling on monday and need to leave after 16:30	the tr0244 leaves at 17:21 and arrives by 18:10 would you like this one ?
3 yes please what is the cost for this train ?	my apologies the train id is tr0254 not tr0244 the cost is 12.80 pounds per ticket can i book a ticket for you ?
4 yes that would be great please book for 6 people	yes that booking was successful and your reference number for the trip and tickets is penzq430 is there anything else i can help you with today ?
5 no i think i m all set thank you for your help !	thank you for using this system !

#hotel#
1 hi i am looking for a place to stay in the expensive price range	i have 5 options for you in what area would you like to stay ?
2 i am not particular about the area it is all right if the hotel doesn t have free parking	how about the university arms hotel ? it is a 4 star hotel in the centre of town with free wifi and free parking
3 i actually don t want free parking is there a hotel that doesn t have free parking ?	express by holiday inn cambridge is a nice place and will suit your needs.do you want me to book it for you ?

#restaurant#
1 i m looking for malaysian food	sorry i cannot find any malaysian restaurants can i offer you something else ?
2 how about asian oriental type of food ?	there are five search results are you interested in a particular area or price range ?
3 no particular area but i m looking for an expensive restaurant	there is saigon city at 169 high street chesterton chesterton phone 01223 356555
4 is there anything else ?	there is also kymmoy in the centre of town at 52 mill road city centre their phone number is 01223 311911
5 thank you goodbye	thank you and enjoy your meal !

#restaurant#
1 are there any eritrean restaurants in town ?	no there are no eritrean restaurants in town would you like a different restaurant ?
2 how about chinese food ?	there is a wide variety of chinese restaurants do you have an area preference or a price preference to narrow it down ?
3 i would like the east part of town	yu garden is a chinese restaurant in the east area
4 could i get the address phone number and postcode of yu garden ?	phone is 01223 248882 address and postcode are 529 newmarket road fen ditton c.b 5 8 p.a
5 thank you that is all the information i needed bye bye !	bye !

#hotel#
1 hello i m looking for a 4 star place on the westside to stay at	there are two hotel and one guesthouse that match what you are looking for do you have a price range ?
